card_id,account_id,customer_id,card_number_masked,card_type,network,issue_date,expiry_date,credit_limit,available_limit,card_status
CARD000403,ACC000216,CUST000067,XXXX-XXXX-XXXX-1828,Credit,Mastercard,2022-08-13,2027-08-13,100000,59165.91,Active
CARD000404,ACC000217,CUST000394,XXXX-XXXX-XXXX-8710,Debit,Mastercard,2020-06-25,2025-06-25,0,0.0,Active
CARD000405,ACC000217,CUST000394,XXXX-XXXX-XXXX-6992,Credit,Mastercard,2020-11-09,2025-11-09,50000,34917.53,Active
CARD000406,ACC000218,CUST000177,XXXX-XXXX-XXXX-1838,Debit,RuPay,2021-01-27,2026-01-27,0,0.0,Active
CARD000407,ACC000218,CUST000177,XXXX-XXXX-XXXX-7329,Credit,RuPay,2021-03-23,2026-03-23,200000,122548.79,Active
CARD000408,ACC000219,CUST000064,XXXX-XXXX-XXXX-5582,Debit,RuPay,2020-11-11,2025-11-11,0,0.0,Active
CARD000409,ACC000219,CUST000064,XXXX-XXXX-XXXX-7453,Credit,Mastercard,2021-01-12,2026-01-12,50000,45496.78,Active
CARD000410,ACC000220,CUST000266,XXXX-XXXX-XXXX-6990,Debit,Visa,2021-11-02,2026-11-02,0,0.0,Active
CARD000411,ACC000220,CUST000266,XXXX-XXXX-XXXX-1637,Credit,Visa,2021-12-15,2026-12-15,500000,324972.73,Active
CARD000412,ACC000221,CUST000156,XXXX-XXXX-XXXX-8761,Debit,RuPay,2020-12-16,2025-12-16,0,0.0,Active
CARD000413,ACC000221,CUST000156,XXXX-XXXX-XXXX-6218,Credit,Visa,2021-10-30,2026-10-30,100000,77042.39,Active
CARD000414,ACC000222,CUST000369,XXXX-XXXX-XXXX-5902,Debit,RuPay,2019-07-07,2024-07-07,0,0.0,Active
CARD000415,ACC000223,CUST000136,XXXX-XXXX-XXXX-9351,Debit,RuPay,2023-09-29,2028-09-29,0,0.0,Active
CARD000416,ACC000223,CUST000136,XXXX-XXXX-XXXX-7035,Credit,Mastercard,2023-10-11,2028-10-11,200000,133515.04,Active
CARD000417,ACC000224,CUST000149,XXXX-XXXX-XXXX-6040,Debit,RuPay,2021-10-13,2026-10-13,0,0.0,Active
CARD000418,ACC000224,CUST000149,XXXX-XXXX-XXXX-4728,Credit,RuPay,2022-03-14,2027-03-14,50000,29108.16,Active
CARD000419,ACC000225,CUST000226,XXXX-XXXX-XXXX-3793,Debit,RuPay,2022-11-09,2027-11-09,0,0.0,Active
CARD000420,ACC000225,CUST000226,XXXX-XXXX-XXXX-1517,Credit,RuPay,2023-03-28,2028-03-28,500000,448278.5,Blocked
CARD000421,ACC000226,CUST000441,XXXX-XXXX-XXXX-4125,Debit,Visa,2023-03-01,2028-03-01,0,0.0,Active
CARD000422,ACC000226,CUST000441,XXXX-XXXX-XXXX-7723,Credit,RuPay,2023-07-10,2028-07-10,500000,446999.06,Active
CARD000423,ACC000227,CUST000137,XXXX-XXXX-XXXX-8726,Debit,RuPay,2019-08-25,2024-08-25,0,0.0,Active
CARD000424,ACC000227,CUST000137,XXXX-XXXX-XXXX-6325,Credit,RuPay,2020-06-08,2025-06-08,100000,63692.18,Active
CARD000425,ACC000228,CUST000493,XXXX-XXXX-XXXX-6140,Debit,Visa,2022-09-15,2027-09-15,0,0.0,Active
CARD000426,ACC000228,CUST000493,XXXX-XXXX-XXXX-5331,Credit,RuPay,2023-08-28,2028-08-28,200000,123521.75,Active
CARD000427,ACC000229,CUST000264,XXXX-XXXX-XXXX-5038,Debit,Mastercard,2024-08-29,2029-08-29,0,0.0,Active
CARD000428,ACC000229,CUST000264,XXXX-XXXX-XXXX-5735,Credit,RuPay,2025-01-28,2030-01-28,100000,34096.01,Active
CARD000429,ACC000230,CUST000124,XXXX-XXXX-XXXX-9011,Debit,Mastercard,2019-08-18,2024-08-18,0,0.0,Active
CARD000430,ACC000230,CUST000124,XXXX-XXXX-XXXX-9899,Credit,Mastercard,2020-06-14,2025-06-14,200000,159709.49,Active
CARD000431,ACC000231,CUST000241,XXXX-XXXX-XXXX-6654,Debit,Visa,2020-03-28,2025-03-28,0,0.0,Active
CARD000432,ACC000232,CUST000207,XXXX-XXXX-XXXX-2294,Debit,Mastercard,2021-03-17,2026-03-17,0,0.0,Active
CARD000433,ACC000232,CUST000207,XXXX-XXXX-XXXX-4310,Credit,RuPay,2021-07-25,2026-07-25,200000,95372.61,Active
CARD000434,ACC000233,CUST000392,XXXX-XXXX-XXXX-5450,Debit,Visa,2020-05-18,2025-05-18,0,0.0,Active
CARD000435,ACC000233,CUST000392,XXXX-XXXX-XXXX-4697,Credit,RuPay,2021-02-26,2026-02-26,100000,83027.94,Active
CARD000436,ACC000234,CUST000174,XXXX-XXXX-XXXX-7771,Debit,Mastercard,2020-08-16,2025-08-16,0,0.0,Active
CARD000437,ACC000234,CUST000174,XXXX-XXXX-XXXX-1084,Credit,RuPay,2020-11-21,2025-11-21,50000,26158.28,Blocked
CARD000438,ACC000235,CUST000020,XXXX-XXXX-XXXX-7666,Debit,RuPay,2024-04-29,2029-04-29,0,0.0,Active
CARD000439,ACC000235,CUST000020,XXXX-XXXX-XXXX-5706,Credit,Mastercard,2024-09-03,2029-09-03,500000,332893.02,Active
CARD000440,ACC000236,CUST000168,XXXX-XXXX-XXXX-2465,Debit,RuPay,2023-05-30,2028-05-30,0,0.0,Active
CARD000441,ACC000236,CUST000168,XXXX-XXXX-XXXX-7846,Credit,Visa,2023-09-25,2028-09-25,50000,18036.96,Active
CARD000442,ACC000237,CUST000425,XXXX-XXXX-XXXX-7504,Debit,Mastercard,2022-05-13,2027-05-13,0,0.0,Active
CARD000443,ACC000237,CUST000425,XXXX-XXXX-XXXX-5888,Credit,RuPay,2022-06-15,2027-06-15,200000,77255.96,Active
CARD000444,ACC000238,CUST000214,XXXX-XXXX-XXXX-6489,Debit,Mastercard,2019-05-19,2024-05-19,0,0.0,Active
CARD000445,ACC000239,CUST000398,XXXX-XXXX-XXXX-9901,Debit,RuPay,2019-08-19,2024-08-19,0,0.0,Active
CARD000446,ACC000239,CUST000398,XXXX-XXXX-XXXX-5470,Credit,Visa,2020-04-24,2025-04-24,100000,40425.82,Active
CARD000447,ACC000240,CUST000397,XXXX-XXXX-XXXX-3662,Debit,RuPay,2021-09-29,2026-09-29,0,0.0,Active
CARD000448,ACC000240,CUST000397,XXXX-XXXX-XXXX-6523,Credit,Mastercard,2021-10-26,2026-10-26,200000,99396.26,Active
CARD000449,ACC000241,CUST000226,XXXX-XXXX-XXXX-4164,Debit,Visa,2021-05-09,2026-05-09,0,0.0,Active
CARD000450,ACC000241,CUST000226,XXXX-XXXX-XXXX-6372,Credit,Visa,2022-02-02,2027-02-02,500000,210553.56,Active
CARD000451,ACC000242,CUST000435,XXXX-XXXX-XXXX-4027,Debit,Visa,2020-07-22,2025-07-22,0,0.0,Active
CARD000452,ACC000242,CUST000435,XXXX-XXXX-XXXX-4858,Credit,Mastercard,2021-03-02,2026-03-02,100000,99521.89,Active
CARD000453,ACC000243,CUST000270,XXXX-XXXX-XXXX-6400,Debit,Mastercard,2024-03-27,2029-03-27,0,0.0,Active
CARD000454,ACC000243,CUST000270,XXXX-XXXX-XXXX-4871,Credit,Visa,2024-09-27,2029-09-27,50000,40845.64,Active
CARD000455,ACC000244,CUST000370,XXXX-XXXX-XXXX-6026,Debit,Visa,2022-01-01,2027-01-01,0,0.0,Active
CARD000456,ACC000245,CUST000153,XXXX-XXXX-XXXX-6095,Debit,RuPay,2022-05-20,2027-05-20,0,0.0,Active
CARD000457,ACC000245,CUST000153,XXXX-XXXX-XXXX-4590,Credit,Visa,2022-09-24,2027-09-24,200000,148543.85,Active
CARD000458,ACC000246,CUST000246,XXXX-XXXX-XXXX-7121,Debit,Mastercard,2022-02-08,2027-02-08,0,0.0,Active
CARD000459,ACC000246,CUST000246,XXXX-XXXX-XXXX-5054,Credit,RuPay,2022-06-15,2027-06-15,500000,234927.32,Active
CARD000460,ACC000247,CUST000203,XXXX-XXXX-XXXX-2341,Debit,RuPay,2020-09-18,2025-09-18,0,0.0,Active
CARD000461,ACC000248,CUST000474,XXXX-XXXX-XXXX-6927,Debit,Visa,2024-06-07,2029-06-07,0,0.0,Active
CARD000462,ACC000248,CUST000474,XXXX-XXXX-XXXX-9281,Credit,Visa,2025-03-22,2030-03-22,50000,47838.47,Active
CARD000463,ACC000249,CUST000357,XXXX-XXXX-XXXX-3695,Debit,Mastercard,2021-09-11,2026-09-11,0,0.0,Active
CARD000464,ACC000249,CUST000357,XXXX-XXXX-XXXX-9008,Credit,Visa,2022-01-20,2027-01-20,500000,459315.99,Active
CARD000465,ACC000250,CUST000120,XXXX-XXXX-XXXX-1911,Debit,Mastercard,2024-05-02,2029-05-02,0,0.0,Active
CARD000466,ACC000250,CUST000120,XXXX-XXXX-XXXX-8575,Credit,RuPay,2024-06-16,2029-06-16,500000,340120.53,Active
CARD000467,ACC000251,CUST000476,XXXX-XXXX-XXXX-1356,Debit,Mastercard,2024-05-25,2029-05-25,0,0.0,Active
CARD000468,ACC000251,CUST000476,XXXX-XXXX-XXXX-2196,Credit,Visa,2025-03-24,2030-03-24,50000,23896.84,Active
CARD000469,ACC000252,CUST000147,XXXX-XXXX-XXXX-2044,Debit,RuPay,2020-01-24,2025-01-24,0,0.0,Expired
CARD000470,ACC000252,CUST000147,XXXX-XXXX-XXXX-1519,Credit,Mastercard,2020-09-29,2025-09-29,50000,15485.2,Active
CARD000471,ACC000253,CUST000020,XXXX-XXXX-XXXX-3218,Debit,RuPay,2021-01-14,2026-01-14,0,0.0,Blocked
CARD000472,ACC000253,CUST000020,XXXX-XXXX-XXXX-8348,Credit,Mastercard,2021-08-03,2026-08-03,500000,368938.68,Active
CARD000473,ACC000254,CUST000480,XXXX-XXXX-XXXX-9835,Debit,Visa,2022-04-21,2027-04-21,0,0.0,Active
CARD000474,ACC000254,CUST000480,XXXX-XXXX-XXXX-7439,Credit,RuPay,2023-01-30,2028-01-30,200000,183391.36,Active
CARD000475,ACC000255,CUST000172,XXXX-XXXX-XXXX-1056,Debit,Visa,2024-11-24,2029-11-24,0,0.0,Blocked
CARD000476,ACC000255,CUST000172,XXXX-XXXX-XXXX-7948,Credit,RuPay,2025-09-21,2030-09-21,500000,264275.05,Active
CARD000477,ACC000256,CUST000140,XXXX-XXXX-XXXX-5055,Debit,Mastercard,2020-11-03,2025-11-03,0,0.0,Active
CARD000478,ACC000257,CUST000173,XXXX-XXXX-XXXX-4088,Debit,RuPay,2021-03-10,2026-03-10,0,0.0,Active
CARD000479,ACC000257,CUST000173,XXXX-XXXX-XXXX-1256,Credit,Visa,2021-11-01,2026-11-01,50000,21668.26,Active
CARD000480,ACC000258,CUST000219,XXXX-XXXX-XXXX-1550,Debit,Mastercard,2020-01-29,2025-01-29,0,0.0,Active
CARD000481,ACC000258,CUST000219,XXXX-XXXX-XXXX-7590,Credit,Mastercard,2020-03-18,2025-03-18,50000,41434.3,Active
CARD000482,ACC000259,CUST000004,XXXX-XXXX-XXXX-1924,Debit,Visa,2022-01-04,2027-01-04,0,0.0,Active
CARD000483,ACC000259,CUST000004,XXXX-XXXX-XXXX-6224,Credit,RuPay,2022-11-18,2027-11-18,200000,167217.39,Active
CARD000484,ACC000260,CUST000335,XXXX-XXXX-XXXX-6253,Debit,Visa,2020-05-20,2025-05-20,0,0.0,Active
CARD000485,ACC000260,CUST000335,XXXX-XXXX-XXXX-4621,Credit,Mastercard,2021-02-19,2026-02-19,100000,31001.31,Active
CARD000486,ACC000261,CUST000459,XXXX-XXXX-XXXX-3869,Debit,RuPay,2020-04-26,2025-04-26,0,0.0,Active
CARD000487,ACC000261,CUST000459,XXXX-XXXX-XXXX-7244,Credit,RuPay,2020-11-17,2025-11-17,500000,483590.57,Active
CARD000488,ACC000262,CUST000245,XXXX-XXXX-XXXX-7688,Debit,Visa,2023-03-24,2028-03-24,0,0.0,Active
CARD000489,ACC000262,CUST000245,XXXX-XXXX-XXXX-4948,Credit,Visa,2023-12-08,2028-12-08,100000,47190.87,Active
CARD000490,ACC000263,CUST000411,XXXX-XXXX-XXXX-3365,Debit,Mastercard,2021-11-01,2026-11-01,0,0.0,Active
CARD000491,ACC000263,CUST000411,XXXX-XXXX-XXXX-9683,Credit,Visa,2022-08-21,2027-08-21,500000,161274.83,Active
CARD000492,ACC000264,CUST000361,XXXX-XXXX-XXXX-4331,Debit,Mastercard,2020-04-12,2025-04-12,0,0.0,Active
CARD000493,ACC000264,CUST000361,XXXX-XXXX-XXXX-9775,Credit,RuPay,2020-06-20,2025-06-20,500000,203503.31,Active
CARD000494,ACC000265,CUST000275,XXXX-XXXX-XXXX-5398,Debit,Mastercard,2024-11-02,2029-11-02,0,0.0,Active
CARD000495,ACC000265,CUST000275,XXXX-XXXX-XXXX-4555,Credit,Mastercard,2025-03-07,2030-03-07,50000,19423.28,Active
CARD000496,ACC000266,CUST000047,XXXX-XXXX-XXXX-6455,Debit,Mastercard,2019-09-14,2024-09-14,0,0.0,Blocked
CARD000497,ACC000266,CUST000047,XXXX-XXXX-XXXX-2922,Credit,RuPay,2019-12-21,2024-12-21,50000,42586.73,Expired
CARD000498,ACC000267,CUST000287,XXXX-XXXX-XXXX-4974,Debit,RuPay,2019-04-15,2024-04-15,0,0.0,Active
CARD000499,ACC000267,CUST000287,XXXX-XXXX-XXXX-6269,Credit,Mastercard,2019-08-30,2024-08-30,100000,72235.76,Active
CARD000500,ACC000268,CUST000038,XXXX-XXXX-XXXX-6886,Debit,Mastercard,2019-10-06,2024-10-06,0,0.0,Active
CARD000501,ACC000269,CUST000479,XXXX-XXXX-XXXX-9147,Debit,Mastercard,2021-01-23,2026-01-23,0,0.0,Active
CARD000502,ACC000270,CUST000216,XXXX-XXXX-XXXX-8692,Debit,Mastercard,2024-02-04,2029-02-04,0,0.0,Active
CARD000503,ACC000270,CUST000216,XXXX-XXXX-XXXX-4625,Credit,RuPay,2024-03-05,2029-03-05,200000,156190.92,Active
CARD000504,ACC000271,CUST000277,XXXX-XXXX-XXXX-7841,Debit,Mastercard,2020-05-08,2025-05-08,0,0.0,Active
CARD000505,ACC000271,CUST000277,XXXX-XXXX-XXXX-5026,Credit,Mastercard,2021-03-17,2026-03-17,200000,167797.39,Active
CARD000506,ACC000272,CUST000115,XXXX-XXXX-XXXX-6530,Debit,Mastercard,2022-06-06,2027-06-06,0,0.0,Active
CARD000507,ACC000272,CUST000115,XXXX-XXXX-XXXX-9037,Credit,Mastercard,2023-04-30,2028-04-30,500000,161722.11,Active
CARD000508,ACC000273,CUST000422,XXXX-XXXX-XXXX-6770,Debit,Visa,2020-10-22,2025-10-22,0,0.0,Active
CARD000509,ACC000273,CUST000422,XXXX-XXXX-XXXX-1962,Credit,RuPay,2021-07-31,2026-07-31,500000,435583.28,Active
CARD000510,ACC000274,CUST000017,XXXX-XXXX-XXXX-2217,Debit,RuPay,2019-04-02,2024-04-02,0,0.0,Active
CARD000511,ACC000274,CUST000017,XXXX-XXXX-XXXX-4791,Credit,Visa,2020-02-21,2025-02-21,50000,35566.27,Active
CARD000512,ACC000275,CUST000307,XXXX-XXXX-XXXX-4583,Debit,RuPay,2021-09-29,2026-09-29,0,0.0,Active
CARD000513,ACC000275,CUST000307,XXXX-XXXX-XXXX-8916,Credit,RuPay,2022-09-09,2027-09-09,50000,28375.77,Active
CARD000514,ACC000276,CUST000443,XXXX-XXXX-XXXX-9719,Debit,RuPay,2022-03-30,2027-03-30,0,0.0,Active
CARD000515,ACC000276,CUST000443,XXXX-XXXX-XXXX-9777,Credit,Mastercard,2022-09-16,2027-09-16,50000,31470.38,Active
CARD000516,ACC000277,CUST000307,XXXX-XXXX-XXXX-8054,Debit,Visa,2021-09-23,2026-09-23,0,0.0,Active
CARD000517,ACC000278,CUST000212,XXXX-XXXX-XXXX-9591,Debit,Visa,2020-12-21,2025-12-21,0,0.0,Active
CARD000518,ACC000278,CUST000212,XXXX-XXXX-XXXX-7502,Credit,Visa,2021-06-02,2026-06-02,200000,85869.99,Active
CARD000519,ACC000279,CUST000330,XXXX-XXXX-XXXX-8520,Debit,RuPay,2022-08-10,2027-08-10,0,0.0,Active
CARD000520,ACC000279,CUST000330,XXXX-XXXX-XXXX-1519,Credit,Visa,2022-10-08,2027-10-08,100000,79001.78,Active
CARD000521,ACC000280,CUST000276,XXXX-XXXX-XXXX-8798,Debit,Visa,2022-05-28,2027-05-28,0,0.0,Active
CARD000522,ACC000280,CUST000276,XXXX-XXXX-XXXX-6427,Credit,RuPay,2023-01-23,2028-01-23,100000,94211.97,Blocked
CARD000523,ACC000281,CUST000496,XXXX-XXXX-XXXX-9653,Debit,Visa,2023-05-13,2028-05-13,0,0.0,Active
CARD000524,ACC000281,CUST000496,XXXX-XXXX-XXXX-5593,Credit,RuPay,2023-07-17,2028-07-17,500000,405116.73,Active
CARD000525,ACC000282,CUST000231,XXXX-XXXX-XXXX-3938,Debit,Mastercard,2021-02-20,2026-02-20,0,0.0,Active
CARD000526,ACC000282,CUST000231,XXXX-XXXX-XXXX-2260,Credit,Mastercard,2021-10-10,2026-10-10,100000,58907.47,Active
CARD000527,ACC000283,CUST000448,XXXX-XXXX-XXXX-7375,Debit,RuPay,2021-06-14,2026-06-14,0,0.0,Active
CARD000528,ACC000283,CUST000448,XXXX-XXXX-XXXX-2284,Credit,RuPay,2021-09-16,2026-09-16,200000,146261.53,Active
CARD000529,ACC000284,CUST000466,XXXX-XXXX-XXXX-1879,Debit,Visa,2020-05-06,2025-05-06,0,0.0,Active
CARD000530,ACC000284,CUST000466,XXXX-XXXX-XXXX-7499,Credit,Mastercard,2021-04-04,2026-04-04,50000,38079.25,Active
CARD000531,ACC000285,CUST000204,XXXX-XXXX-XXXX-8381,Debit,Mastercard,2022-03-13,2027-03-13,0,0.0,Active
CARD000532,ACC000285,CUST000204,XXXX-XXXX-XXXX-7227,Credit,Visa,2023-01-28,2028-01-28,500000,348853.22,Active
CARD000533,ACC000286,CUST000185,XXXX-XXXX-XXXX-5037,Debit,RuPay,2020-02-17,2025-02-17,0,0.0,Active
CARD000534,ACC000286,CUST000185,XXXX-XXXX-XXXX-3527,Credit,RuPay,2021-01-27,2026-01-27,200000,178409.07,Active
CARD000535,ACC000287,CUST000161,XXXX-XXXX-XXXX-2745,Debit,Visa,2021-07-06,2026-07-06,0,0.0,Active
CARD000536,ACC000287,CUST000161,XXXX-XXXX-XXXX-2674,Credit,Visa,2021-12-10,2026-12-10,200000,137736.98,Active
CARD000537,ACC000288,CUST000369,XXXX-XXXX-XXXX-8353,Debit,RuPay,2022-09-26,2027-09-26,0,0.0,Active
CARD000538,ACC000288,CUST000369,XXXX-XXXX-XXXX-6798,Credit,RuPay,2022-11-27,2027-11-27,500000,463847.48,Active
CARD000539,ACC000289,CUST000336,XXXX-XXXX-XXXX-6315,Debit,Mastercard,2024-07-13,2029-07-13,0,0.0,Active
CARD000540,ACC000289,CUST000336,XXXX-XXXX-XXXX-4977,Credit,RuPay,2024-09-05,2029-09-05,500000,364270.15,Active
CARD000541,ACC000290,CUST000072,XXXX-XXXX-XXXX-7237,Debit,Visa,2019-09-19,2024-09-19,0,0.0,Active
CARD000542,ACC000290,CUST000072,XXXX-XXXX-XXXX-2036,Credit,Visa,2019-12-11,2024-12-11,200000,162423.05,Active
CARD000543,ACC000291,CUST000343,XXXX-XXXX-XXXX-5911,Debit,Mastercard,2020-07-30,2025-07-30,0,0.0,Active
CARD000544,ACC000292,CUST000234,XXXX-XXXX-XXXX-5123,Debit,Visa,2024-06-13,2029-06-13,0,0.0,Active
CARD000545,ACC000292,CUST000234,XXXX-XXXX-XXXX-8501,Credit,Visa,2024-10-10,2029-10-10,500000,292167.76,Active
CARD000546,ACC000293,CUST000009,XXXX-XXXX-XXXX-7483,Debit,Mastercard,2022-03-20,2027-03-20,0,0.0,Active
CARD000547,ACC000293,CUST000009,XXXX-XXXX-XXXX-8212,Credit,Mastercard,2022-10-04,2027-10-04,500000,218573.24,Active
CARD000548,ACC000294,CUST000482,XXXX-XXXX-XXXX-3230,Debit,Mastercard,2020-02-25,2025-02-25,0,0.0,Active
CARD000549,ACC000294,CUST000482,XXXX-XXXX-XXXX-7524,Credit,Mastercard,2020-05-29,2025-05-29,100000,66469.32,Active
CARD000550,ACC000295,CUST000418,XXXX-XXXX-XXXX-9044,Debit,RuPay,2019-12-12,2024-12-12,0,0.0,Active
CARD000551,ACC000295,CUST000418,XXXX-XXXX-XXXX-6980,Credit,Visa,2020-07-08,2025-07-08,200000,147352.26,Active
CARD000552,ACC000296,CUST000357,XXXX-XXXX-XXXX-9939,Debit,Visa,2019-12-03,2024-12-03,0,0.0,Active
CARD000553,ACC000296,CUST000357,XXXX-XXXX-XXXX-4434,Credit,Mastercard,2020-08-19,2025-08-19,50000,16644.84,Active
CARD000554,ACC000297,CUST000029,XXXX-XXXX-XXXX-2133,Debit,Mastercard,2019-12-31,2024-12-31,0,0.0,Active
CARD000555,ACC000297,CUST000029,XXXX-XXXX-XXXX-5139,Credit,RuPay,2020-05-06,2025-05-06,100000,55666.48,Active
CARD000556,ACC000298,CUST000440,XXXX-XXXX-XXXX-7176,Debit,Visa,2019-07-07,2024-07-07,0,0.0,Active
CARD000557,ACC000298,CUST000440,XXXX-XXXX-XXXX-9300,Credit,RuPay,2020-04-22,2025-04-22,500000,296214.59,Active
CARD000558,ACC000299,CUST000244,XXXX-XXXX-XXXX-6890,Debit,RuPay,2022-02-23,2027-02-23,0,0.0,Active
CARD000559,ACC000299,CUST000244,XXXX-XXXX-XXXX-6816,Credit,Visa,2022-07-29,2027-07-29,50000,46172.07,Active
CARD000560,ACC000300,CUST000162,XXXX-XXXX-XXXX-7547,Debit,Mastercard,2020-08-14,2025-08-14,0,0.0,Blocked
CARD000561,ACC000301,CUST000291,XXXX-XXXX-XXXX-2735,Debit,Visa,2022-10-03,2027-10-03,0,0.0,Active
CARD000562,ACC000301,CUST000291,XXXX-XXXX-XXXX-4621,Credit,Mastercard,2023-07-12,2028-07-12,100000,64252.66,Active
CARD000563,ACC000302,CUST000371,XXXX-XXXX-XXXX-9199,Debit,Visa,2022-12-01,2027-12-01,0,0.0,Active
CARD000564,ACC000302,CUST000371,XXXX-XXXX-XXXX-7815,Credit,Visa,2023-05-17,2028-05-17,50000,33103.01,Active
CARD000565,ACC000303,CUST000310,XXXX-XXXX-XXXX-3321,Debit,Mastercard,2023-07-13,2028-07-13,0,0.0,Active
CARD000566,ACC000303,CUST000310,XXXX-XXXX-XXXX-8912,Credit,Mastercard,2024-04-04,2029-04-04,500000,225505.5,Active
CARD000567,ACC000304,CUST000252,XXXX-XXXX-XXXX-8412,Debit,Mastercard,2023-04-01,2028-04-01,0,0.0,Active
CARD000568,ACC000304,CUST000252,XXXX-XXXX-XXXX-1370,Credit,Mastercard,2023-06-14,2028-06-14,50000,21643.49,Active
CARD000569,ACC000305,CUST000396,XXXX-XXXX-XXXX-3692,Debit,RuPay,2019-11-19,2024-11-19,0,0.0,Active
CARD000570,ACC000305,CUST000396,XXXX-XXXX-XXXX-7985,Credit,Mastercard,2020-05-15,2025-05-15,100000,61366.28,Active
CARD000571,ACC000306,CUST000079,XXXX-XXXX-XXXX-4022,Debit,Visa,2020-03-24,2025-03-24,0,0.0,Active
CARD000572,ACC000306,CUST000079,XXXX-XXXX-XXXX-4232,Credit,Mastercard,2021-02-19,2026-02-19,500000,361546.17,Active
CARD000573,ACC000307,CUST000139,XXXX-XXXX-XXXX-1072,Debit,RuPay,2023-11-13,2028-11-13,0,0.0,Active
CARD000574,ACC000308,CUST000046,XXXX-XXXX-XXXX-2025,Debit,RuPay,2022-08-29,2027-08-29,0,0.0,Active
CARD000575,ACC000308,CUST000046,XXXX-XXXX-XXXX-8496,Credit,Visa,2022-12-29,2027-12-29,100000,74394.49,Active
CARD000576,ACC000309,CUST000372,XXXX-XXXX-XXXX-9019,Debit,RuPay,2021-10-18,2026-10-18,0,0.0,Blocked
CARD000577,ACC000309,CUST000372,XXXX-XXXX-XXXX-7431,Credit,RuPay,2022-08-29,2027-08-29,200000,116424.08,Active
CARD000578,ACC000310,CUST000138,XXXX-XXXX-XXXX-8501,Debit,RuPay,2019-09-28,2024-09-28,0,0.0,Active
CARD000579,ACC000310,CUST000138,XXXX-XXXX-XXXX-2388,Credit,RuPay,2020-08-14,2025-08-14,200000,71384.44,Active
CARD000580,ACC000311,CUST000040,XXXX-XXXX-XXXX-4908,Debit,Mastercard,2024-07-26,2029-07-26,0,0.0,Active
CARD000581,ACC000311,CUST000040,XXXX-XXXX-XXXX-7364,Credit,Mastercard,2025-05-10,2030-05-10,200000,102918.88,Active
CARD000582,ACC000312,CUST000004,XXXX-XXXX-XXXX-7286,Debit,Mastercard,2023-04-24,2028-04-24,0,0.0,Active
CARD000583,ACC000312,CUST000004,XXXX-XXXX-XXXX-5732,Credit,Visa,2024-01-11,2029-01-11,100000,61156.12,Active
CARD000584,ACC000313,CUST000334,XXXX-XXXX-XXXX-8389,Debit,RuPay,2022-09-01,2027-09-01,0,0.0,Active
CARD000585,ACC000313,CUST000334,XXXX-XXXX-XXXX-3236,Credit,Visa,2023-05-11,2028-05-11,200000,66742.13,Active
CARD000586,ACC000314,CUST000494,XXXX-XXXX-XXXX-9281,Debit,RuPay,2024-08-03,2029-08-03,0,0.0,Active
CARD000587,ACC000314,CUST000494,XXXX-XXXX-XXXX-9006,Credit,Visa,2025-03-18,2030-03-18,500000,354529.35,Active
CARD000588,ACC000315,CUST000403,XXXX-XXXX-XXXX-4613,Debit,Mastercard,2021-03-29,2026-03-29,0,0.0,Active
CARD000589,ACC000315,CUST000403,XXXX-XXXX-XXXX-8492,Credit,RuPay,2021-07-23,2026-07-23,100000,62367.4,Active
CARD000590,ACC000316,CUST000014,XXXX-XXXX-XXXX-9115,Debit,RuPay,2021-06-01,2026-06-01,0,0.0,Active
CARD000591,ACC000316,CUST000014,XXXX-XXXX-XXXX-7010,Credit,RuPay,2022-03-12,2027-03-12,50000,40623.89,Active
CARD000592,ACC000317,CUST000435,XXXX-XXXX-XXXX-8231,Debit,RuPay,2024-08-08,2029-08-08,0,0.0,Active
CARD000593,ACC000317,CUST000435,XXXX-XXXX-XXXX-5055,Credit,Mastercard,2025-08-06,2030-08-06,500000,464154.25,Active
CARD000594,ACC000318,CUST000367,XXXX-XXXX-XXXX-8368,Debit,Mastercard,2024-01-15,2029-01-15,0,0.0,Active
CARD000595,ACC000318,CUST000367,XXXX-XXXX-XXXX-4882,Credit,Visa,2024-04-13,2029-04-13,50000,34632.55,Active
CARD000596,ACC000319,CUST000472,XXXX-XXXX-XXXX-6744,Debit,RuPay,2019-06-18,2024-06-18,0,0.0,Active
CARD000597,ACC000319,CUST000472,XXXX-XXXX-XXXX-4385,Credit,Visa,2019-09-09,2024-09-09,500000,441906.43,Active
CARD000598,ACC000320,CUST000469,XXXX-XXXX-XXXX-6747,Debit,RuPay,2023-01-12,2028-01-12,0,0.0,Active
CARD000599,ACC000320,CUST000469,XXXX-XXXX-XXXX-5740,Credit,RuPay,2023-06-22,2028-06-22,100000,77344.25,Active
CARD000600,ACC000321,CUST000347,XXXX-XXXX-XXXX-9428,Debit,RuPay,2022-10-17,2027-10-17,0,0.0,Active
CARD000601,ACC000321,CUST000347,XXXX-XXXX-XXXX-1971,Credit,Mastercard,2023-05-18,2028-05-18,100000,32605.96,Active
CARD000602,ACC000322,CUST000383,XXXX-XXXX-XXXX-3174,Debit,Visa,2021-06-28,2026-06-28,0,0.0,Active
CARD000603,ACC000322,CUST000383,XXXX-XXXX-XXXX-9019,Credit,Visa,2022-02-10,2027-02-10,200000,84012.55,Active
